crop_name,area,soil_type,season,irrigation_type,rainfall,temperature,humidity,yield_tons
onion,3.11,black,kharif,drip,928.7,22.3,54.3,16.24
onion,9.66,loamy,rabi,rainfed,816.0,22.3,62.5,44.4
cauliflower,3.89,clay,rabi,sprinkler,1101.9,28.9,82.2,15.54
brinjal,5.73,sandy,kharif,sprinkler,395.0,34.9,59.8,16.08
tomato,2.01,black,zaid,flood,426.7,32.4,80.5,9.25
tomato,5.9,loamy,rabi,sprinkler,658.6,34.7,70.3,38.08
onion,8.75,clay,zaid,drip,724.9,27.7,83.4,43.05
onion,9.4,sandy,kharif,flood,1163.8,34.5,75.0,33.46
brinjal,9.46,sandy,rabi,drip,1100.8,27.9,71.5,41.38
chili,6.9,loamy,zaid,rainfed,489.6,32.6,61.6,11.5
cauliflower,9.67,clay,zaid,flood,1028.4,34.1,55.6,25.01
tomato,1.74,clay,zaid,drip,608.9,30.1,53.9,7.66
cauliflower,9.11,clay,kharif,flood,564.2,31.3,58.8,28.57
chili,8.33,black,kharif,sprinkler,490.3,27.2,69.4,26.21
chili,4.78,loamy,kharif,drip,902.8,24.0,66.4,16.8
potato,8.92,sandy,rabi,rainfed,899.0,29.7,59.9,40.09
tomato,3.5,clay,kharif,drip,493.9,28.9,52.7,20.24
onion,4.95,loamy,kharif,rainfed,1075.6,27.6,77.3,21.99
tomato,1.67,sandy,rabi,drip,921.2,31.0,51.7,9.5
cauliflower,4.49,clay,zaid,flood,474.8,26.2,65.4,15.45
tomato,0.72,black,zaid,drip,1137.9,30.3,51.4,5.02
chili,4.49,loamy,kharif,flood,1100.7,26.6,53.0,14.18
chili,1.38,clay,kharif,rainfed,1011.7,21.1,52.7,2.56
onion,4.52,loamy,kharif,rainfed,423.5,22.4,53.1,13.69
brinjal,4.8,black,rabi,sprinkler,755.9,20.5,52.8,18.88
cauliflower,3.6,sandy,rabi,drip,1003.7,23.7,76.8,13.35
chili,5.97,loamy,rabi,flood,359.1,23.7,72.9,12.24
cabbage,4.61,clay,rabi,rainfed,414.3,27.5,72.5,13.4
potato,8.42,clay,rabi,sprinkler,918.8,25.3,59.6,51.45
tomato,1.81,black,zaid,rainfed,1198.4,20.7,67.6,8.34
wheat,7.95,clay,kharif,rainfed,599.2,28.9,78.6,23.64
potato,4.19,clay,rabi,rainfed,752.9,31.5,85.1,17.16
chili,4.6,loamy,kharif,sprinkler,599.0,26.2,74.1,15.73
tomato,8.93,loamy,rabi,sprinkler,874.2,32.8,64.4,50.29
cauliflower,9.91,clay,kharif,sprinkler,636.8,31.4,68.1,40.69
rice,8.62,black,zaid,rainfed,1145.3,28.7,59.5,35.24
cabbage,2.19,loamy,zaid,sprinkler,346.1,30.2,60.0,8.51
wheat,7.56,black,rabi,flood,792.3,23.8,76.8,32.54
tomato,9.91,loamy,zaid,flood,538.8,20.9,51.3,50.37
tomato,9.1,sandy,kharif,flood,928.2,25.6,57.3,47.55
onion,3.08,clay,kharif,flood,881.3,23.5,86.7,11.5
potato,9.08,sandy,rabi,flood,508.0,21.3,52.2,49.58
potato,7.09,clay,zaid,flood,308.0,22.8,77.6,28.88
onion,7.78,loamy,zaid,rainfed,708.4,29.5,71.6,24.49
potato,1.83,black,rabi,rainfed,903.6,23.5,67.5,8.84
potato,2.33,sandy,kharif,drip,1021.8,31.3,77.8,14.92
tomato,5.28,loamy,zaid,rainfed,369.6,30.2,64.1,19.91
cauliflower,9.06,black,rabi,rainfed,452.1,33.2,72.9,32.17
wheat,2.51,black,rabi,rainfed,799.2,21.9,67.9,8.02
onion,1.23,black,zaid,flood,889.8,27.3,55.5,6.14
rice,1.44,black,zaid,rainfed,1194.1,26.0,56.5,6.89
potato,4.48,loamy,rabi,rainfed,824.7,22.2,80.6,28.72
potato,2.56,black,rabi,sprinkler,1044.5,30.1,85.8,15.69
